##NAMES=Brianyoungite
##RRUFFID=R060431
##IDEAL CHEMISTRY=Zn^2+^_3_CO_3_(OH)_4_
##LOCALITY=Brownley Hill mine, Nenthead, Cumbria, England
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Sprays of white bladed crystals, associated with colorless tabular or prismatic gypsum.
##STATUS=The identification of this mineral is not yet confirmed.
##URL=rruff.info/R060431
##MEASURED CHEMISTRY=EDS analysis shows the presence of Zn, with trace S.
1285.659, 478.1420
1286.141, 481.0762
1286.624, 482.0908
1287.106, 481.5844
1287.588, 480.6255
1288.070, 478.6724
1288.552, 479.5294
1289.034, 483.6922
1289.516, 487.0113
1289.998, 485.0305
1290.481, 482.2013
1290.963, 482.4800
1291.445, 484.1461
1291.927, 483.9274
1292.409, 481.6271
1292.891, 481.0423
1293.373, 482.1622
1293.855, 483.4212
1294.338, 483.5421
1294.820, 483.9859
1295.302, 486.1382
1295.784, 488.3229
1296.266, 488.8347
1296.748, 487.9916
1297.230, 487.8625
1297.712, 488.3956
1298.194, 489.1898
1298.677, 490.2917
1299.159, 491.0182
1299.641, 491.1831
1300.123, 491.1425
1300.605, 491.0697
1301.087, 491.0002
1301.569, 490.5502
1302.051, 490.1398
1302.533, 490.7383
1303.016, 492.2636
##END=



