##NAMES=Bindheimite
##RRUFFID=R050546
##IDEAL CHEMISTRY=Pb^2+^_2_Sb^5+^_2_O_7_
##LOCALITY=Arabia District, Pershing County, Nevada, USA
##OWNER=RRUFF
##SOURCE=University of Arizona Mineral Museum
##DESCRIPTION=Yellow-brown coarsely fibrous massive, intimately mixed with mimetite
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R050546
##MEASURED CHEMISTRY=(Pb_1.33_Fe_0.47_Ca_0.20_)_Σ=2_(Sb^5+^_1.97_As^5+^_0.03_)_Σ=2_O_7_  ;(darker phase, with trace amounts of Na);   (Pb_4.07_Ca_0.92_Fe_0.01_)_Σ=5_((As_2.97_Sb_0.03_)_Σ=1_O_4_)_3_Cl_1.00_ (lighter phase = mimetite)
1265.367, 314.6242
1265.849, 314.9399
1266.331, 314.4484
1266.813, 316.3998
1267.295, 316.4724
1267.777, 316.3344
1268.259, 316.2593
1268.741, 315.5807
1269.224, 313.9272
1269.706, 312.8539
1270.188, 313.9640
1270.670, 313.8304
1271.152, 316.5591
1271.634, 316.4284
1272.116, 318.3058
1272.598, 321.0171
1273.081, 321.8140
1273.563, 320.6436
1274.045, 318.0315
1274.527, 314.4604
1275.009, 312.5643
1275.491, 314.5263
1275.973, 316.4441
1276.455, 316.0470
1276.938, 315.5683
1277.420, 316.4792
1277.902, 317.6411
1278.384, 317.9626
1278.866, 317.7701
1279.348, 317.6978
1279.830, 317.7583
1280.312, 318.4487
1280.794, 320.3942
1281.276, 320.1434
1281.759, 316.9043
1282.241, 315.3003
1282.723, 316.6354
1283.205, 318.8862
1283.687, 320.9503
1284.169, 321.9957
1284.651, 320.4400
1285.133, 317.9623
1285.616, 317.3972
1286.098, 318.7211
##END=



