##NAMES=Grossular
##RRUFFID=R060442
##IDEAL CHEMISTRY=Ca_3_Al_2_(SiO_4_)_3_
##LOCALITY=Pakistan(?)
##OWNER=RRUFF
##SOURCE=Gemological Institute of America
##DESCRIPTION=Orange crystals
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R060442
##MEASURED CHEMISTRY=(Ca_2.85_Fe^2+^_0.15_)_Σ=3_(Al_1.85_Fe^3+^_0.15_)_Σ=2_(Si_1.00_O_4_)_3_; trace amounts of Ti, Mg
1281.754, 280.7711
1282.236, 281.8475
1282.718, 281.8736
1283.200, 281.2858
1283.682, 280.7348
1284.165, 280.1996
1284.647, 280.4224
1285.129, 281.3651
1285.611, 281.9986
1286.093, 281.1664
1286.575, 280.5176
1287.057, 281.1183
1287.539, 280.7375
1288.021, 282.0498
1288.504, 281.4522
1288.986, 281.8101
1289.468, 282.9560
1289.950, 283.5921
1290.432, 282.5437
1290.914, 281.6586
1291.396, 281.0614
1291.878, 281.1225
1292.360, 282.8244
1292.843, 285.2272
1293.325, 285.9013
1293.807, 285.1544
1294.289, 284.2691
1294.771, 283.0292
1295.253, 282.8448
1295.735, 284.0477
1296.217, 285.3816
1296.700, 285.6796
1297.182, 285.5377
1297.664, 285.7452
1298.146, 286.1627
1298.628, 286.4574
1299.110, 286.6259
1299.592, 286.8094
1300.074, 287.0357
1300.557, 286.9443
1301.039, 285.5566
1301.521, 284.4740
1302.003, 285.7757
1302.485, 287.8672
1302.967, 288.5669
1303.449, 288.0435
##END=



